basename,deepest_name,names
192_20200723161615_6140,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
169_20200627014007_25116,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
249_20210825235724_18670,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
178_20200617000950_8295,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
131_20200708232042_3448_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
213_20210820012859_3785,Idaea,"['Idaea', 'Insecta', 'Animalia', 'Geometridae', 'Lepidoptera']"
157_20200623235525_36937,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
118_20200618224409_19027,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
111_20200614034507_33686,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200813003101_26215,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
192_20200722171634_36333,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
178_20200618003626_8827,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
271_20210916214653_26437,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
296_20210814053034_5621,Diptera,"['Insecta', 'Animalia', 'Diptera']"
153_20200617155357_40390,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
292_20210901074633_41186,Diptera,"['Insecta', 'Animalia', 'Diptera']"
174_20200711235043_25636,Insecta,"['Insecta', 'Animalia']"
196_20200809015538_21818,Insecta,"['Insecta', 'Animalia']"
108_20200810013759_37370,Insecta,"['Insecta', 'Animalia']"
287_20210726032930_24534,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
124_20200807221403_22201,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724194326_17843,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200720062924_41814,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200714001020_32372,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
216_20210815022915_13054,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
178_20200617000950_8291,Insecta,"['Insecta', 'Animalia']"
276_20210813053910_2789,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
261_20210908021342_37097,Diptera,"['Insecta', 'Animalia', 'Diptera']"
294_20210815032121_23197,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
118_20200811011301_35275,Ceratopogonidae,"['Insecta', 'Animalia', 'Diptera', 'Ceratopogonidae']"
192_20200724194326_17698,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200725154548_13819,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
112_20200616025701_33820,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210815055232_12921,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
126_20200807003757_39018,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200617155357_40358,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
157_20200625031051_2160_t,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
169_20200621235227_79_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
170_20200809000619_4428_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
111_20200617014613_40282,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
295_20210830023410_37596,Araneae,"['Animalia', 'Araneae', 'Arachnida']"
103_20200729004240_492_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
120_20200627005339_7135,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
150_20200718233459_27480,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
174_20200714001020_32286,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
153_20200617155357_40354,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200721131816_510,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
108_20200810015125_14482,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
103_20200724013941_37900,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
191_20200820015629_10881,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
150_20200613031531_7694,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
196_20200810232553_1712,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
246_20210828021133_329_t,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
170_20200523012719_1292_t,Geometridae,"['Insecta', 'Animalia', 'Geometridae', 'Lepidoptera']"
192_20200720202021_15533,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200806100621_3181_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200807032528_27288,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
271_20210916222845_39779,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
290_20210725064205_11582,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
198_20200730000949_19757,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
280_20210821224922_6961,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
126_20200804231437_4893,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
174_20200722005034_2914,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200725054003_5427_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200723132225_164,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200712113504_19531,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
208_20210807041358_9574,Insecta,"['Insecta', 'Animalia']"
174_20200717221637_21982,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
175_20200627100225_4843,Diptera,"['Insecta', 'Animalia', 'Diptera']"
273_20210822011749_3339_t,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200712115551_25770,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
130_20200731071531_34079,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210804031859_28836,Diptera,"['Insecta', 'Animalia', 'Diptera']"
192_20200805205425_28821,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
253_20210812012957_22651,Gastropoda,"['Animalia', 'Gastropoda']"
271_20210924003241_19566,Diptera,"['Insecta', 'Animalia', 'Diptera']"
120_20200728232438_34066,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
258_20210825032340_32012,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
174_20200716033727_6658,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
170_20200801011045_38368,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
264_20210813052549_29544,Miridae,"['Miridae', 'Insecta', 'Animalia', 'Hemiptera']"
259_20210727024737_33283,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200807003757_39031,Diptera,"['Insecta', 'Animalia', 'Diptera']"
153_20200618172506_13331,Fanniidae,"['Fanniidae', 'Insecta', 'Animalia', 'Diptera']"
120_20200725000731_3991,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210815020351_35368,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200712222206_5498,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200725100322_39935,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210811022225_4958_t,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
216_20210907013814_695_t,Psychodidae,"['Psychodidae', 'Insecta', 'Animalia', 'Diptera']"
149_20200630225347_41214,Hymenoptera,"['Hymenoptera', 'Insecta', 'Animalia']"
243_20210728232910_38487,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
168_20200720022257_11349,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
264_20210810230755_24015,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
126_20200810000545_5679_t,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
192_20200721201113_40879,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200811013033_1207,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200717221637_21994,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
178_20200618011145_14837,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200730032342_24542,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
249_20210730053411_24677,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
159_20200724235658_22052,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
126_20200813003101_26258,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
157_20200716013319_33306,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
253_20210812004404_26600,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
153_20200616074841_38539,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200820221008_4756,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
252_20210908040559_20647,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
174_20200720062924_41877,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
150_20200613031531_7689,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
118_20200616014112_26287,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
192_20200724112811_1429_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
150_20200720025310_34123,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200715165926_1164_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200808025151_35168,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
122_20200626020244_15920,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
170_20200801011045_38376,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200719090142_33548,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200714210351_1055,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
291_20210806000535_15599,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200625023025_22696,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200715002421_21195,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
141_20200716233636_19429,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
112_20200616025701_33941,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
148_20200619011240_18255,Plutellidae,"['Plutellidae', 'Insecta', 'Animalia', 'Lepidoptera']"
249_20210730050838_34163,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
126_20200809023105_9339,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200715165926_932_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
172_20200809011342_19874,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
185_20200831010839_7161,Ephemeroptera,"['Ephemeroptera', 'Insecta', 'Animalia']"
157_20200709011459_13302,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
246_20210906011832_38312,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
196_20200809015538_21750,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200715002421_21284,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
261_20210815234950_25656,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
216_20210726235513_7618,Psychodidae,"['Psychodidae', 'Insecta', 'Animalia', 'Diptera']"
192_20200721201113_40966,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200807030520_33019,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
271_20210913234524_546,Tipulidae,"['Insecta', 'Animalia', 'Diptera', 'Tipulidae']"
150_20200718020234_3181,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
112_20200615004920_5343,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
132_20200616020803_40187,Araneae,"['Animalia', 'Araneae', 'Arachnida']"
192_20200724112811_1684_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
120_20200724235306_8628,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
198_20200730000949_19775,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
192_20200723161615_6151,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
178_20200618003626_8894,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
148_20200626225410_21906,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
196_20200808233933_648,Trichoptera,"['Insecta', 'Animalia', 'Trichoptera']"
126_20200808001011_20526,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
118_20200614021929_3573,Diptera,"['Insecta', 'Animalia', 'Diptera']"
121_20200604021616_36064,Diptera,"['Insecta', 'Animalia', 'Diptera']"
150_20200719230541_13038,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
159_20200909020354_11863,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
213_20210908024653_21926,Geometridae,"['Insecta', 'Animalia', 'Geometridae', 'Lepidoptera']"
126_20200816012805_27818,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
294_20210819040252_8146,Insecta,"['Insecta', 'Animalia']"
169_20200627033450_13501,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
290_20210911002015_20602,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200724194326_17774,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
292_20210915232940_36075,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
261_20210908013425_22427,Psychodidae,"['Psychodidae', 'Insecta', 'Animalia', 'Diptera']"
126_20200801024108_18054,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200714210351_1061,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
296_20210820232338_21495,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
290_20210822235443_2464_t,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
174_20200724031729_9694,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210814033900_1336,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
103_20200724013941_37980,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
112_20200614231609_29257,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200620011615_18417,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200724175821_3023_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
158_20200603025414_26492,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
130_20200717014814_11018,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
149_20200626032104_27364,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200602234244_14087,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
196_20200808233933_664,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200715165926_1053_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724194326_17754,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
215_20210725010918_13278,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
196_20200812012227_31601,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200713114711_4506_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
170_20200909020253_19618,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
290_20210725044128_31852,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
192_20200725054003_5421_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200722171634_36605,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
157_20200625014834_31791,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200801024108_18118,Hymenoptera,"['Hymenoptera', 'Insecta', 'Animalia']"
145_20200616031541_26276,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
271_20210917225437_27797,Parasitica indet.,"['Hymenoptera', 'Insecta', 'Animalia', 'Parasitica indet.']"
290_20210910224807_4385,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210804051809_23786,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
157_20200703005436_25158,Diptera,"['Insecta', 'Animalia', 'Diptera']"
258_20210825032407_16658,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
292_20210830060514_30910,Insecta,"['Insecta', 'Animalia']"
172_20200808014243_36045,Hymenoptera,"['Hymenoptera', 'Insecta', 'Animalia']"
272_20210803214903_35294,Diptera,"['Insecta', 'Animalia', 'Diptera']"
153_20200604155010_141_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200712212602_18343,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
153_20200604102304_34223,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200801024108_18134,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
255_20210818023136_16343,Diptera,"['Insecta', 'Animalia', 'Diptera']"
174_20200722013152_11278,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
213_20210909035034_3099,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
178_20200618011145_15160,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
112_20200617003854_2586_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
168_20200729231600_19727,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200714001020_32270,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200716004223_2364_t,Noctuidae,"['Insecta', 'Animalia', 'Lepidoptera', 'Noctuidae']"
294_20210813025115_22275,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
245_20210814181412_41338,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
271_20210917021757_20606,Ichneumonidae,"['Hymenoptera', 'Insecta', 'Ichneumonidae', 'Animalia']"
192_20200724112811_1577_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
169_20200625033919_20215,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
124_20200808005124_25547,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
169_20200621024607_11061,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
153_20200604102304_34199,Diptera,"['Insecta', 'Animalia', 'Diptera']"
196_20200808233933_791,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
174_20200725065917_38671,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200721201113_41049,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200724031729_9622,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
292_20210830065205_2470_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
149_20200624011431_35595,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
290_20210825005734_14554,Parasitica indet.,"['Hymenoptera', 'Insecta', 'Animalia', 'Parasitica indet.']"
124_20200806235141_11411,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200711235043_25644,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200722171634_36578,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
153_20200616074841_38587,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
112_20200615233353_13582,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200810024256_30959,Hymenoptera,"['Hymenoptera', 'Insecta', 'Animalia']"
178_20200618011145_15200,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200727015743_7005,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
192_20200806034728_35882,Insecta,"['Insecta', 'Animalia']"
266_20210908023938_22518,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
174_20200721153938_26919,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200715002421_21049,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200807032528_27231,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200620011615_18413,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
112_20200617003854_2678_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
141_20200714004825_21458,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
196_20200709005830_34355,Ceratopogonidae,"['Insecta', 'Animalia', 'Diptera', 'Ceratopogonidae']"
112_20200617003854_2808_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200809024112_20939,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200624030100_32940,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
120_20200724231448_21436,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
178_20200618011145_14789,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200712222206_5591,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200815002328_19223,Diptera,"['Insecta', 'Animalia', 'Diptera']"
153_20200618060039_1430,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
157_20200713012350_42184,Curculionidae,"['Coleoptera', 'Insecta', 'Animalia', 'Curculionidae']"
126_20200804231437_4885,Agapeta hamana,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera', 'Agapeta', 'Agapeta hamana']"
148_20200618020832_7523,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
174_20200714001020_32274,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
149_20200708034742_2381_t,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
192_20200722090027_28216,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
157_20200713012350_42160,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
174_20200724031729_9653,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
287_20210726045519_27204,Psychodidae,"['Psychodidae', 'Insecta', 'Animalia', 'Diptera']"
174_20200731001026_5_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
268_20210914230406_37525,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
108_20200810230745_7905,Ceratopogonidae,"['Insecta', 'Animalia', 'Diptera', 'Ceratopogonidae']"
295_20210804223202_33640,Diptera,"['Insecta', 'Animalia', 'Diptera']"
110_20200718234929_23697,Diptera,"['Insecta', 'Animalia', 'Diptera']"
118_20200820002319_829_t,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
294_20210815020351_35346,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
126_20200903005711_38018,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200722013152_11326,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200808233933_746,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200809010911_35437,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
170_20200531035750_38614,Coleoptera,"['Coleoptera', 'Insecta', 'Animalia']"
192_20200721131816_329,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200718013418_2473,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
246_20210822043130_39075,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
126_20200813025844_29393,Agapeta hamana,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera', 'Agapeta', 'Agapeta hamana']"
174_20200721135340_23744,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210815022600_5137,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
126_20200808001011_20542,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
